"","ccode","country","year","month","time","ins","reb","dpc","erv","ic","notes","coder","insnotes","dpcnotes","rebnotes","ervnotes","icnotes"
"20556",692,"Bahrain",2010,1,"2010m1",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20557",692,"Bahrain",2010,2,"2010m2",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20558",692,"Bahrain",2010,3,"2010m3",0,0,1,0,0,"DPC - Shiite prtestors stage several demonstrations. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"20559",692,"Bahrain",2010,4,"2010m4",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20560",692,"Bahrain",2010,5,"2010m5",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20561",692,"Bahrain",2010,6,"2010m6",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20562",692,"Bahrain",2010,7,"2010m7",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20563",692,"Bahrain",2010,8,"2010m8",0,0,1,0,0,"DPC - Ongoing security crackdown ahead of elections. 230 arrested, arrests almosts daily. Clashes. Media banned from reporting on detentions. (crisis watch)","Bentley & Leonard","","","","",""
"20564",692,"Bahrain",2010,9,"2010m9",0,0,1,0,0,"DPC - More clashes (crisis watch)","Bentley & Leonard","","","","",""
"20565",692,"Bahrain",2010,10,"2010m10",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20566",692,"Bahrain",2010,11,"2010m11",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"20567",692,"Bahrain",2010,12,"2010m12",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19590",660,"Lebanon",2010,1,"2010m1",0,0,0,0,0,"CrisisWatch","Bentley & Leonard","","","","",""
"19591",660,"Lebanon",2010,2,"2010m2",0,0,0,0,0,"CrisisWatch","Bentley & Leonard","","","","",""
"19592",660,"Lebanon",2010,3,"2010m3",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19593",660,"Lebanon",2010,4,"2010m4",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19594",660,"Lebanon",2010,5,"2010m5",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19595",660,"Lebanon",2010,6,"2010m6",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19596",660,"Lebanon",2010,7,"2010m7",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19597",660,"Lebanon",2010,8,"2010m8",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19598",660,"Lebanon",2010,9,"2010m9",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19599",660,"Lebanon",2010,10,"2010m10",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19600",660,"Lebanon",2010,11,"2010m11",0,0,0,0,0,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19601",660,"Lebanon",2010,12,"2010m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20234",679,"Yemen",2010,1,"2010m1",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20235",679,"Yemen",2010,2,"2010m2",1,0,0,0,0,"Shia insurgency stop","Levey & Skantz","","","","",""
"20236",679,"Yemen",2010,3,"2010m3",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20237",679,"Yemen",2010,4,"2010m4",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20238",679,"Yemen",2010,5,"2010m5",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20239",679,"Yemen",2010,6,"2010m6",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20240",679,"Yemen",2010,7,"2010m7",1,0,0,0,0,"Shia insurgency start","Levey & Skantz","","","","",""
"20241",679,"Yemen",2010,8,"2010m8",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20242",679,"Yemen",2010,9,"2010m9",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20243",679,"Yemen",2010,10,"2010m10",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20244",679,"Yemen",2010,11,"2010m11",1,0,0,0,0,"Shia insurgency stop","Levey & Skantz","","","","",""
"20245",679,"Yemen",2010,12,"2010m12",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20395",690,"Kuwait",2010,1,"2010m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20396",690,"Kuwait",2010,2,"2010m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20397",690,"Kuwait",2010,3,"2010m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20398",690,"Kuwait",2010,4,"2010m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20399",690,"Kuwait",2010,5,"2010m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20400",690,"Kuwait",2010,6,"2010m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20401",690,"Kuwait",2010,7,"2010m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20402",690,"Kuwait",2010,8,"2010m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20403",690,"Kuwait",2010,9,"2010m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20404",690,"Kuwait",2010,10,"2010m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20405",690,"Kuwait",2010,11,"2010m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20406",690,"Kuwait",2010,12,"2010m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19429",652,"Syria",2010,1,"2010m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19430",652,"Syria",2010,2,"2010m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19431",652,"Syria",2010,3,"2010m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19432",652,"Syria",2010,4,"2010m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19433",652,"Syria",2010,5,"2010m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19434",652,"Syria",2010,6,"2010m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19435",652,"Syria",2010,7,"2010m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19436",652,"Syria",2010,8,"2010m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19437",652,"Syria",2010,9,"2010m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19438",652,"Syria",2010,10,"2010m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19439",652,"Syria",2010,11,"2010m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19440",652,"Syria",2010,12,"2010m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18946",640,"Turkey",2010,1,"2010m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18947",640,"Turkey",2010,2,"2010m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18948",640,"Turkey",2010,3,"2010m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18949",640,"Turkey",2010,4,"2010m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18950",640,"Turkey",2010,5,"2010m5",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18951",640,"Turkey",2010,6,"2010m6",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18952",640,"Turkey",2010,7,"2010m7",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18953",640,"Turkey",2010,8,"2010m8",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18954",640,"Turkey",2010,9,"2010m9",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18955",640,"Turkey",2010,10,"2010m10",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18956",640,"Turkey",2010,11,"2010m11",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18957",640,"Turkey",2010,12,"2010m12",0,1,0,0,0,"","Levey & Skantz","","","","",""
"19268",651,"Egypt",2010,1,"2010m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19269",651,"Egypt",2010,2,"2010m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19270",651,"Egypt",2010,3,"2010m3",0,0,1,0,0,"DPC - Opposition organizer tortured. Sparks Large scale protests. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19271",651,"Egypt",2010,4,"2010m4",0,0,1,0,0,"DPC - Protestors clash with police in Cairo. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19272",651,"Egypt",2010,5,"2010m5",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19273",651,"Egypt",2010,6,"2010m6",0,0,1,0,0,"DPC - Protestors democstrate to commemorate death of a fellow activist. Clash with police (crisis watch)","Bentley & Leonard","","","","",""
"19274",651,"Egypt",2010,7,"2010m7",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19275",651,"Egypt",2010,8,"2010m8",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19276",651,"Egypt",2010,9,"2010m9",0,0,1,0,0,"DPC - Protests (crisis watch)","Bentley & Leonard","","","","",""
"19277",651,"Egypt",2010,10,"2010m10",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19278",651,"Egypt",2010,11,"2010m11",0,0,1,0,0,"DPC - Electoral violence as MB members blocked from polling stations. El Baradei calls for a boycott of the 2011 elections. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19279",651,"Egypt",2010,12,"2010m12",0,0,1,0,0,"^ERV - In November Christians fighting Muslims (crisis watch)","Bentley & Leonard","","","","",""
"19912",666,"Israel",2010,1,"2010m1",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19913",666,"Israel",2010,2,"2010m2",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19914",666,"Israel",2010,3,"2010m3",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19915",666,"Israel",2010,4,"2010m4",0,0,0,0,1,"IC - Israeli/Palestinian clashes. Factiva Document BBCMEP0020100402e642000ru","Bentley & Leonard","","","","",""
"19916",666,"Israel",2010,5,"2010m5",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19917",666,"Israel",2010,6,"2010m6",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19918",666,"Israel",2010,7,"2010m7",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19919",666,"Israel",2010,8,"2010m8",0,0,0,0,1,"IC - Israeli/Palestinian clashes. Factiva Document Document KIPPRE0020100803e6830000t","Bentley & Leonard","","","","",""
"19920",666,"Israel",2010,9,"2010m9",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19921",666,"Israel",2010,10,"2010m10",0,0,0,0,1,"ERV - Israeli hardliners demonstarae in Arab majority town. Turnes violent. Factiva Document TARGNS0020101028e6ar00372","Bentley & Leonard","","","","",""
"19922",666,"Israel",2010,11,"2010m11",0,0,0,0,1,"IC - Conflcit between Lebanon and Israel over sea resources. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2010.pdf","Bentley & Leonard","","","","",""
"19923",666,"Israel",2010,12,"2010m12",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19751",663,"Jordan",2010,1,"2010m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19752",663,"Jordan",2010,2,"2010m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19753",663,"Jordan",2010,3,"2010m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19754",663,"Jordan",2010,4,"2010m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19755",663,"Jordan",2010,5,"2010m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19756",663,"Jordan",2010,6,"2010m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19757",663,"Jordan",2010,7,"2010m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19758",663,"Jordan",2010,8,"2010m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19759",663,"Jordan",2010,9,"2010m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19760",663,"Jordan",2010,10,"2010m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19761",663,"Jordan",2010,11,"2010m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19762",663,"Jordan",2010,12,"2010m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20073",670,"Saudi Arabia",2010,1,"2010m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20074",670,"Saudi Arabia",2010,2,"2010m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20075",670,"Saudi Arabia",2010,3,"2010m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20076",670,"Saudi Arabia",2010,4,"2010m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20077",670,"Saudi Arabia",2010,5,"2010m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20078",670,"Saudi Arabia",2010,6,"2010m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20079",670,"Saudi Arabia",2010,7,"2010m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20080",670,"Saudi Arabia",2010,8,"2010m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20081",670,"Saudi Arabia",2010,9,"2010m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20082",670,"Saudi Arabia",2010,10,"2010m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20083",670,"Saudi Arabia",2010,11,"2010m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20084",670,"Saudi Arabia",2010,12,"2010m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19107",645,"Iraq",2010,1,"2010m1",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19108",645,"Iraq",2010,2,"2010m2",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19109",645,"Iraq",2010,3,"2010m3",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19110",645,"Iraq",2010,4,"2010m4",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19111",645,"Iraq",2010,5,"2010m5",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19112",645,"Iraq",2010,6,"2010m6",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19113",645,"Iraq",2010,7,"2010m7",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19114",645,"Iraq",2010,8,"2010m8",1,0,0,1,1,"IC - Last US combat brigade leaves Iraq.","Levey & Skantz","","","","",""
"19115",645,"Iraq",2010,9,"2010m9",1,0,0,1,0,"","Levey & Skantz","","","","",""
"19116",645,"Iraq",2010,10,"2010m10",1,0,0,1,0,"","Levey & Skantz","","","","",""
"19117",645,"Iraq",2010,11,"2010m11",1,0,0,1,0,"","Levey & Skantz","","","","",""
"19118",645,"Iraq",2010,12,"2010m12",1,0,0,1,0,"","Levey & Skantz","","","","",""
"20878",696,"United Arab Emirates",2010,1,"2010m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20879",696,"United Arab Emirates",2010,2,"2010m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20880",696,"United Arab Emirates",2010,3,"2010m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20881",696,"United Arab Emirates",2010,4,"2010m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20882",696,"United Arab Emirates",2010,5,"2010m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20883",696,"United Arab Emirates",2010,6,"2010m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20884",696,"United Arab Emirates",2010,7,"2010m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20885",696,"United Arab Emirates",2010,8,"2010m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20886",696,"United Arab Emirates",2010,9,"2010m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20887",696,"United Arab Emirates",2010,10,"2010m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20888",696,"United Arab Emirates",2010,11,"2010m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20889",696,"United Arab Emirates",2010,12,"2010m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20705",694,"Qatar",2009,1,"2009m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20706",694,"Qatar",2009,2,"2009m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20707",694,"Qatar",2009,3,"2009m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20708",694,"Qatar",2009,4,"2009m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20709",694,"Qatar",2009,5,"2009m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20710",694,"Qatar",2009,6,"2009m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20711",694,"Qatar",2009,7,"2009m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20712",694,"Qatar",2009,8,"2009m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20713",694,"Qatar",2009,9,"2009m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20714",694,"Qatar",2009,10,"2009m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20715",694,"Qatar",2009,11,"2009m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20716",694,"Qatar",2009,12,"2009m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21027",698,"Oman",2009,1,"2009m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21028",698,"Oman",2009,2,"2009m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21029",698,"Oman",2009,3,"2009m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21030",698,"Oman",2009,4,"2009m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21031",698,"Oman",2009,5,"2009m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21032",698,"Oman",2009,6,"2009m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21033",698,"Oman",2009,7,"2009m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21034",698,"Oman",2009,8,"2009m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21035",698,"Oman",2009,9,"2009m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21036",698,"Oman",2009,10,"2009m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21037",698,"Oman",2009,11,"2009m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21038",698,"Oman",2009,12,"2009m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20544",692,"Bahrain",2009,1,"2009m1",0,0,1,0,0,"DPC - 10,000 protestors demonstrate against repression and Sunni nationalization policies. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20545",692,"Bahrain",2009,2,"2009m2",0,0,1,0,0,"DPC - violence and demonstrations (crisis watch)","Bentley & Leonard","","","","",""
"20546",692,"Bahrain",2009,3,"2009m3",0,0,1,0,0,"DPC - violence and demonstrations (crisis watch)","Bentley & Leonard","","","","",""
"20547",692,"Bahrain",2009,4,"2009m4",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20548",692,"Bahrain",2009,5,"2009m5",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20549",692,"Bahrain",2009,6,"2009m6",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20550",692,"Bahrain",2009,7,"2009m7",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20551",692,"Bahrain",2009,8,"2009m8",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20552",692,"Bahrain",2009,9,"2009m9",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20553",692,"Bahrain",2009,10,"2009m10",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20554",692,"Bahrain",2009,11,"2009m11",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20555",692,"Bahrain",2009,12,"2009m12",0,0,1,0,0,"DPC - *Subsequently, protests intensified and demonstrators clashed with police forces on a nearly daily basis throughout the year. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19578",660,"Lebanon",2009,1,"2009m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19579",660,"Lebanon",2009,2,"2009m2",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19580",660,"Lebanon",2009,3,"2009m3",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19581",660,"Lebanon",2009,4,"2009m4",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19582",660,"Lebanon",2009,5,"2009m5",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19583",660,"Lebanon",2009,6,"2009m6",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19584",660,"Lebanon",2009,7,"2009m7",0,0,1,0,0,"CrisisWatch","Bentley & Leonard","","","","",""
"19585",660,"Lebanon",2009,8,"2009m8",0,0,1,0,0,"CrisisWatch","Bentley & Leonard","","","","",""
"19586",660,"Lebanon",2009,9,"2009m9",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19587",660,"Lebanon",2009,10,"2009m10",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19588",660,"Lebanon",2009,11,"2009m11",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19589",660,"Lebanon",2009,12,"2009m12",0,0,1,0,0,"DPC - March 14 alliance -va March 8 Alliance. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"20222",679,"Yemen",2009,1,"2009m1",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20223",679,"Yemen",2009,2,"2009m2",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20224",679,"Yemen",2009,3,"2009m3",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20225",679,"Yemen",2009,4,"2009m4",1,0,0,0,0,"Southern insurgency start (till present)","Levey & Skantz","","","","",""
"20226",679,"Yemen",2009,5,"2009m5",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20227",679,"Yemen",2009,6,"2009m6",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20228",679,"Yemen",2009,7,"2009m7",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20229",679,"Yemen",2009,8,"2009m8",1,0,0,0,0,"Shia insurgency start","Levey & Skantz","","","","",""
"20230",679,"Yemen",2009,9,"2009m9",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20231",679,"Yemen",2009,10,"2009m10",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20232",679,"Yemen",2009,11,"2009m11",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20233",679,"Yemen",2009,12,"2009m12",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20383",690,"Kuwait",2009,1,"2009m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20384",690,"Kuwait",2009,2,"2009m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20385",690,"Kuwait",2009,3,"2009m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20386",690,"Kuwait",2009,4,"2009m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20387",690,"Kuwait",2009,5,"2009m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20388",690,"Kuwait",2009,6,"2009m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20389",690,"Kuwait",2009,7,"2009m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20390",690,"Kuwait",2009,8,"2009m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20391",690,"Kuwait",2009,9,"2009m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20392",690,"Kuwait",2009,10,"2009m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
