"","Event.ID","Source.Name","Source.Sectors","Source.Country","Event.Text","CAMEO.Code","Intensity","Target.Name","Target.Sectors","Target.Country","Story.ID","Sentence.Number","Publisher","City","District","Province","Country","Latitude","Longitude","Event.Date_1","Event.Date_2","Event.Date_3"
"11",9168113,"Israel Radio","Information / Communication / Transparency Ministry,State Media,Executive,News,Media,Government,Radio News,Social","Israel","Discuss by telephone",41,1,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel",2923891,2,"Dow Jones International News","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,1
"12",9168154,"Men (Iraq)","Social,General Population / Civilian / Social","Iraq","Use unconventional violence",180,-9,"Police (Iraq)","Police,Government","Iraq",2924008,4,"Associated Press Newswires","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,1
"13",9168159,"Reserve Personnel (Egypt)","Military,Government","Egypt","Increase military alert status",152,-7.2,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",2924032,6,"Agence France-Presse","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,1
"14",9168167,"Voice of Palestine","State Media,Information / Communication / Transparency Ministry,Executive,Government","Occupied Palestinian Territory","Consult",40,1,"Fatah","Dissident,Center Left,(National) Major Party,Ideological,Parties","Occupied Palestinian Territory",2924067,2,"BBC Monitoring Middle East","","","","Occupied Palestinian Territory",31.9216,35.2033,2005,9,1
"15",9168216,"Government (Iraq)","Government","Iraq","Make statement",10,0,"Iraq","","Iraq",2924279,5,"Associated Press Newswires","Kut","","Muhafazat Wasit","Iraq",32.6068,45.4822,2005,9,1
"16",9168249,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel","Meet at a 'third' location",44,2.5,"Khurshid Mahmud Kasuri","Foreign Ministry,Executive,Government","Pakistan",2924414,3,"Agence France-Presse","Istanbul","","Istanbul","Pakistan",41.0138,28.9497,2005,9,1
"17",9168340,"Cabinet / Council of Ministers / Advisors (Israel)","Executive,Government,Cabinet","Israel","Praise or endorse",51,3.4,"Reserve Personnel (Egypt)","Military,Government","Egypt",2924812,2,"Reuters News","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,1
"18",9168422,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel","Express intent to meet or negotiate",36,4,"Khurshid Mahmud Kasuri","Foreign Ministry,Executive,Government","Pakistan",2925179,1,"BBC Monitoring Middle East","","","","Pakistan",31.779,35.2253,2005,9,1
"19",9168607,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel","Make statement",10,0,"Pakistan","","Pakistan",2926068,3,"BBC Monitoring South Asia","","","","Pakistan",33.7215,73.0433,2005,9,1
"20",9168750,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel","Consult",40,1,"Khurshid Mahmud Kasuri","Foreign Ministry,Executive,Government","Pakistan",2926593,1,"BBC Monitoring European","Istanbul","","Istanbul","Pakistan",41.0138,28.9497,2005,9,1
"21",9168825,"Protester (Iraq)","Protestors / Popular Opposition / Mobs,Dissident","Iraq","Demonstrate or rally",141,-6.5,"Unspecified Actor","Unspecified","",2926897,1,"Associated Press Newswires","Baghdad","","Muhafazat Baghdad","",33.3406,44.4009,2005,9,1
"22",9168845,"Omar Suleiman","International Religious,Executive,Intelligence Ministry,Sunni,Government","Egypt","Consult",40,1,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",2926958,6,"BBC Monitoring Middle East","Rafah","","Muhafazat Shamal Sina'","Occupied Palestinian Territory",31.2878,34.2381,2005,9,1
"23",9168856,"Air Force (Iraq)","Air Force,Government,Military","Iraq","Increase military alert status",152,-7.2,"Iraq","","Iraq",2927021,1,"Dow Jones International News","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,1
"24",9168860,"Hosni Mubarak","Executive,Elite,Executive Office,Government","Egypt","Consult",40,1,"Salva Kiir","Catholic,Dissident,Elite,International Religious,Separatists,Parties","Sudan",2927025,5,"BBC Monitoring Middle East","Cairo","","Muhafazat al Qahirah","Sudan",30.0626,31.2497,2005,9,1
"25",9168892,"Silvan Shalom","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Foreign Ministry,Center Right,(National) Major Party,Government,Parties,Ideological","Israel","Praise or endorse",51,3.4,"Recep Tayyip Erdoğan","Government,Parties,Sunni,(National) Major Party,Executive,Executive Office,International Religious,Elite,Center Right,Ideological","Turkey",2927171,6,"Anadolu News Agency","Istanbul","","Istanbul","Turkey",41.0138,28.9497,2005,9,1
"26",9168903,"Iraq","","Iraq","Make statement",10,0,"Benedict XVI","International Religious,Catholic,Government","Holy See",2927263,2,"Agence France-Presse","Vatican City","","","Holy See",41.9024,12.4533,2005,9,1
"27",9169113,"Hosni Mubarak","Executive,Elite,Executive Office,Government","Egypt","Consult",40,1,"Al-Ahram","Government,Media,News,Executive,Social,Information / Communication / Transparency Ministry,State Media","Egypt",2928217,4,"BBC Monitoring Middle East","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,1
"28",9169131,"Lawyer/Attorney (Lebanon)","Legal,Social","Lebanon","Arrest, detain, or charge with legal action",173,-5,"High Ranking Military Personnel (Syria)","Government,Military","Syria",2928364,1,"Reuters News","Beirut","","Beyrouth","Syria",33.8889,35.4944,2005,9,1
"29",9169144,"Egypt","","Egypt","Host a visit",43,2.8,"Salva Kiir","Catholic,Dissident,Elite,International Religious,Separatists,Parties","Sudan",2928396,1,"BBC Monitoring Middle East","","","","Sudan",30.0626,31.2497,2005,9,1
"30",9169628,"Insurgent (Iraq)","Dissident,Rebel","Iraq","Use unconventional violence",180,-9,"Police (Iraq)","Police,Government","Iraq",2931052,6,"Calgary Herald","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,1
"31",9169905,"Knesset","Legislative / Parliamentary,Unicameral,Government","Israel","Mobilize or increase police power",153,-7.2,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",2932591,2,"The Jerusalem Post","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,1
"32",9170129,"Michel Aoun","Government,Legislative / Parliamentary,(National) Minor Party,Parties,Center Right,Ideological,Unicameral","Lebanon","Make statement",10,0,"Lebanon","","Lebanon",5052592,3,"Daily Star","Beirut","","Beyrouth","Lebanon",33.8889,35.4944,2005,9,1
"33",9171155,"Court Judge (Lebanon)","Government,Judicial","Lebanon","Investigate",90,-2,"High Ranking Military Personnel (Lebanon)","Government,Military","Lebanon",2933878,3,"Daily Star","Beirut","","Beyrouth","Lebanon",33.8889,35.4944,2005,9,2
"34",9171258,"Muslim Brotherhood","Dissident,Sunni,Fundamentalist,International Religious,Banned Parties,Ideological","Egypt","Praise or endorse",51,3.4,"Party Member (Egypt)","Parties","Egypt",2934550,6,"Associated Press Newswires","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,2
"35",9171369,"Muslim Brotherhood","Dissident,Sunni,Fundamentalist,International Religious,Banned Parties,Ideological","Egypt","Praise or endorse",51,3.4,"Party Member (Egypt)","Parties","Egypt",2935217,6,"Associated Press Newswires","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,2
"36",9171430,"Police (Lebanon)","Government,Police","Lebanon","Arrest, detain, or charge with legal action",173,-5,"Military Intelligence (Lebanon)","Government,Military Intelligence,Military","Lebanon",2935582,3,"Xinhua News Agency","Beirut","","Beyrouth","Lebanon",33.8889,35.4944,2005,9,2
"37",9171730,"Citizen (Iraq)","Social,General Population / Civilian / Social","Iraq","Demonstrate or rally",141,-6.5,"Unspecified Actor","Unspecified","",2937441,2,"Associated Press Newswires","Baghdad","","Muhafazat Baghdad","",33.3406,44.4009,2005,9,2
"38",9171740,"Egypt","","Egypt","Engage in diplomatic cooperation",50,3.5,"Senate (Egypt)","Upper House,Legislative / Parliamentary,Government","Egypt",2937512,1,"BBC Monitoring Middle East","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,2
"39",9171747,"Armed Gang (Iraq)","Unidentified Forces","Iraq","Use unconventional violence",180,-9,"Sunni Mosque","National Religious,International Religious,Religious Minority,Muslim,Social","Venezuela",2937520,4,"Dow Jones International News","Baghdad","","Muhafazat Baghdad","Venezuela",33.3406,44.4009,2005,9,2
"40",9171881,"Protester (Egypt)","Dissident,Protestors / Popular Opposition / Mobs","Egypt","Make an appeal or request",20,3,"Court Judge (Egypt)","Judicial,Government","Egypt",2938325,4,"Agence France-Presse","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,2
"41",9171915,"Egypt","","Egypt","Sign formal agreement",57,8,"Israel","","Israel",2938408,1,"BBC Monitoring Middle East","Rafah","","Muhafazat Shamal Sina'","Israel",31.2878,34.2381,2005,9,2
"42",9172324,"Ahmed Aboul Gheit","Cabinet,Executive,Foreign Ministry,Elite,Government","Egypt","Make an appeal or request",20,3,"Kofi Annan","Global Diplomatic IGOs,Global,International Government Organization","",2940288,2,"Agence France-Presse","Cairo","","Muhafazat al Qahirah","",30.0626,31.2497,2005,9,2
"43",9172471,"Limor Livnat","Unicameral,Legislative / Parliamentary,Center Right,(National) Major Party,Government,Ideological,Parties","Israel","Criticize or denounce",111,-2,"Citizen (Israel)","General Population / Civilian / Social,Social","Israel",2940877,4,"Associated Press Newswires","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,2
"44",9172595,"Al-Quds","Social,Media,News,Print News","Occupied Palestinian Territory","Make statement",10,0,"Pakistan","","Pakistan",2941682,1,"BBC Monitoring Middle East","Bethlehem","","West Bank","Pakistan",31.7049,35.2038,2005,9,2
"45",9172731,"Head of Government (Iran)","Government,Executive,Executive Office","Iran","Make statement",10,0,"Iran","","Iran",2942386,1,"BBC Monitoring Middle East","","","","Iran",35.6944,51.4215,2005,9,2
"46",9173328,"Ali Ardashir Larijani","Nationalist,Defense / Security Ministry,Government,Executive,Ideological,Parties,(National) Major Party","Iran","Engage in negotiation",46,7,"India","","India",2945864,3,"Xinhua News Agency","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,2
"47",9173796,"Foreign Affairs (Saudi Arabia)","Government,Executive,Foreign Ministry","Saudi Arabia","Consult",40,1,"Student (Saudi Arabia)","Social,Education","Saudi Arabia",2948362,1,"Organisation of Asia-Pacific News Agencies","University of Sydney","City of Sydney","State of New South Wales","Saudi Arabia",-33.8878,151.187,2005,9,2
"48",9173889,"Benjamin Netanyahu","Elite,Jews,Center Right,(National) Major Party,Ideological,Parties,International Ethnic","Israel","Make a visit",42,1.9,"United States","","United States",2948798,1,"The Jerusalem Post","","","","United States",38.8951,-77.0364,2005,9,2
"49",9173923,"Foreign Affairs (Kuwait)","Government,Foreign Ministry,Executive","Kuwait","Engage in negotiation",46,7,"Foreign Affairs (Iraq)","Foreign Ministry,Government,Executive","Iraq",2949176,2,"Al-Bawaba News","","","","Iraq",29.3697,47.9783,2005,9,2
"50",9174675,"Islamic Jihad","Dissident,Organized Violent","Occupied Palestinian Territory","Use conventional military force",190,-10,"Citizen (Palestinian Territory, Occupied)","Social,General Population / Civilian / Social","Occupied Palestinian Territory",2950801,3,"Associated Press Newswires","Al Bank al `Arabi","","","Occupied Palestinian Territory",31.5065,34.4613,2005,9,3
"51",9174705,"Israel","","Israel","Retreat or surrender militarily",874,10,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",2950979,3,"Associated Press Newswires","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,3
"52",9175062,"High Ranking Military Personnel (Syria)","Government,Military","Syria","Use conventional military force",190,-10,"Lebanon","","Lebanon",4653362,2,"Associated Press Newswires","Beirut","","Beyrouth","Lebanon",33.8889,35.4944,2005,9,3
"53",9175142,"Egypt","","Egypt","Host a visit",43,2.8,"Salva Kiir","Catholic,Executive,Executive Office,Government,Elite,Provincial,Local,International Religious,(National) Major Party,Parties","Sudan",4653909,4,"Xinhua News Agency","Cairo","","Muhafazat al Qahirah","Sudan",30.0626,31.2497,2005,9,3
"54",9175385,"Israeli Defense Forces","Military,Government","Israel","Express intent to de-escalate military engagement",356,7,"Israel","","Israel",4655025,1,"Associated Press Newswires","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,3
"55",9175478,"Armed Gang (Iraq)","Unidentified Forces","Iraq","Use unconventional violence",180,-9,"Military (Iraq)","Government,Military","Iraq",4655302,1,"Xinhua News Agency","Baqubah","","Muhafazat Diyala","Iraq",33.7466,44.6437,2005,9,3
"56",9175529,"Iran","","Iran","Sign formal agreement",57,8,"India","","India",4655466,2,"BBC Monitoring Middle East","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,3
"57",9175846,"Military Personnel - Special (Egypt)","Military,Government","Egypt","Use conventional military force",190,-10,"Armed Gang (Egypt)","Unidentified Forces","Egypt",4656699,4,"Agence France-Presse","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,3
"58",9175890,"Head of Government (Iraq)","Executive Office,Government,Executive","Iraq","Provide humanitarian aid",73,7.4,"Pilgrim (Iraq)","Social,National Religious","Iraq",4656820,5,"BBC Monitoring Middle East","Tigris River","","Muhafazat al Basrah","Iraq",30.5906,47.7691,2005,9,3
"59",9175945,"Israeli Defense Forces","Military,Government","Israel","Express intent to de-escalate military engagement",356,7,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",4657109,1,"Agence France-Presse","Jerusalem","","Jerusalem District","Occupied Palestinian Territory",31.769,35.2163,2005,9,3
"60",9175956,"Mahmoud Abbas","Executive,Government,Elite,Executive Office","Occupied Palestinian Territory","Make optimistic comment",13,0.4,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",4657147,1,"Dow Jones International News","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,3
"61",9175962,"Israel","","Israel","Retreat or surrender militarily",874,10,"Palestinian Territory, Occupied","","Occupied Palestinian Territory",4657162,6,"Associated Press Newswires","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,3
"62",9175974,"Lawyer/Attorney (Iraq)","Social,Legal","Iraq","Reject",120,-4,"Government (Iraq)","Government","Iraq",4657185,1,"Reuters News","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,3
"63",9176108,"Iran","","Iran","Express intent to cooperate",30,4,"India","","India",4657732,1,"Hindustan Times","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,3
"64",9176122,"Sikh (Iran)","International Religious,National Religious,Social,Sikh","Iran","Make an appeal or request",20,3,"K. Natwar Singh","Government,Elite","India",4657747,2,"Hindustan Times","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,3
"65",9176137,"Iran","","Iran","Host a visit",43,2.8,"K. Natwar Singh","Government,Elite","India",4657763,4,"Hindustan Times","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,3
"66",9176155,"Syria","","Syria","Make an appeal or request",20,3,"Detlev Mehlis","Global Diplomatic IGOs,Global,International Government Organization","",4657840,1,"BBC Monitoring Middle East","New York City","","state of New York","",40.7143,-74.006,2005,9,3
"67",9177362,"Citizen (Egypt)","Social,General Population / Civilian / Social","Egypt","Criticize or denounce",111,-2,"Hosni Mubarak","Executive,Elite,Executive Office,Government","Egypt",4661541,4,"Reuters News","Cairo","","Muhafazat al Qahirah","Egypt",30.0626,31.2497,2005,9,4
"68",9177608,"Shaul Mofaz","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Center Right,State Owned Enterprises,(National) Major Party,State-Owned Defense / Security,Government,Ideological,Parties","Israel","Make statement",10,0,"Israel","","Israel",4662677,1,"Agence France-Presse","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,4
"69",9177672,"Lawyer/Attorney (Iran)","Legal,Social","Iran","Make statement",10,0,"Akbar Ganji","Dissident,Media,News,Protestors / Popular Opposition / Mobs,Social","Iran",4662898,1,"BBC Monitoring Middle East","Evin","","Tehran Province","Iran",35.7939,51.3935,2005,9,4
"70",9177718,"Hamid Reza Assefi","Government,Executive,Foreign Ministry","Iran","Make statement",10,0,"United States","","United States",4663060,5,"Agence France-Presse","Tehran","","Tehran Province","United States",35.6944,51.4215,2005,9,4
"71",9178108,"Mahmoud Abbas","Executive,Government,Elite,Executive Office","Occupied Palestinian Territory","Make a visit",42,1.9,"Pakistan","","Pakistan",4664635,2,"BBC Monitoring South Asia","Islamabad","","Islamabad Capital Territory","Pakistan",33.7215,73.0433,2005,9,4
"72",9178109,"Abdullah bin Abdulaziz al-Saud","Nongovernmental Organizations / Activists,Elite,Executive Office,Government,Business,Executive,Consulting / Financial Services Business,Social,Business NGOs","Saudi Arabia","Consult",40,1,"Mahmoud Abbas","Executive,Government,Elite,Executive Office","Occupied Palestinian Territory",4664635,5,"BBC Monitoring South Asia","Islamabad","","Islamabad Capital Territory","Occupied Palestinian Territory",33.7215,73.0433,2005,9,4
"73",9178121,"Ali Abdullah Saleh","Executive,Government,Executive Office,Elite","Yemen","Engage in negotiation",46,7,"Foreign Affairs (United States)","Foreign Ministry,Executive,Government","United States",4664699,3,"BBC Monitoring Middle East","Sana'a","","Sanaa","United States",15.3547,44.2067,2005,9,4
"74",9178130,"Criminal (Saudi Arabia)","Criminals / Gangs,Dissident","Saudi Arabia","Use unconventional violence",180,-9,"Police (Saudi Arabia)","Government,Police","Saudi Arabia",4664717,3,"Dow Jones International News","Dammam","","Al Mintaqah ash Sharqiyah","Saudi Arabia",26.4344,50.1033,2005,9,4
"75",9178135,"Foreign Affairs (Egypt)","Executive,Foreign Ministry,Government","Egypt","Consult",40,1,"Arab League","Regional,Regional Diplomatic IGOs,International Government Organization","",4664733,1,"BBC Monitoring Newsfile","Cairo","","Muhafazat al Qahirah","",30.0626,31.2497,2005,9,4
"76",9178177,"Foreign Affairs (Syria)","Executive,Government,Foreign Ministry","Syria","Make a visit",42,1.9,"Faruq Al-Qaddumi","Dissident,Parties","Occupied Palestinian Territory",4664886,2,"Xinhua News Agency","Damascus","","Dimashq","Occupied Palestinian Territory",33.5102,36.2913,2005,9,4
"77",9178496,"Syria","","Syria","Express intent to engage in diplomatic cooperation (such as policy support)",32,4.5,"United Nations","Global Diplomatic IGOs,Global,International Government Organization","",4666518,1,"The Jerusalem Post","Damascus","","Dimashq","",33.5102,36.2913,2005,9,4
"78",9179551,"Israel","","Israel","Arrest, detain, or charge with legal action",173,-5,"Lawmaker (Palestinian Territory, Occupied)","Legislative / Parliamentary,Government","Occupied Palestinian Territory",4667280,5,"Daily Star","","","Gaza Strip","Occupied Palestinian Territory",31.4167,34.3333,2005,9,5
"79",9180013,"Insurgent (Iraq)","Dissident,Rebel","Iraq","Use unconventional violence",180,-9,"Police (Iraq)","Police,Government","Iraq",4669343,1,"Dow Jones International News","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,5
"80",9180218,"Ministry (Iraq)","Government","Iraq","fight with small arms and light weapons",193,-10,"Attacker (Iraq)","Dissident,Criminals / Gangs","Iraq",4670123,4,"Xinhua News Agency","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,5
"81",9180375,"Legislature (Palestinian Territory, Occupied)","Legislative / Parliamentary,Government","Occupied Palestinian Territory","Acknowledge or claim responsibility",15,0,"Israel","","Israel",4670827,1,"The New York Times","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,5
"82",9180450,"Fatah","Dissident,Center Left,(National) Major Party,Ideological,Parties","Occupied Palestinian Territory","Consult",40,1,"Hamas","Dissident,Nongovernmental Organization (International),(National) Major Party,Parties","Occupied Palestinian Territory",4671155,1,"Al-Bawaba News","","","","Occupied Palestinian Territory",31.9216,35.2033,2005,9,5
"83",9180575,"Shaul Mofaz","Unicameral,Executive,Cabinet,International Ethnic,Legislative / Parliamentary,Jews,Center Right,State Owned Enterprises,(National) Major Party,State-Owned Defense / Security,Government,Ideological,Parties","Israel","Make statement",10,0,"Israeli Defense Forces","Military,Government","Israel",4671717,3,"Xinhua News Agency","","","Gaza Strip","Israel",31.4167,34.3333,2005,9,5
"84",9180591,"Abdullah II of Jordan","Government,Elite,Executive,Executive Office","Jordan","Make a visit",42,1.9,"Turkey","","Turkey",4671749,1,"Dow Jones International News","Ankara","","Ankara","Turkey",39.9199,32.8543,2005,9,5
"85",9180618,"Insurgent (Iraq)","Dissident,Rebel","Iraq","Use unconventional violence",180,-9,"Military (Iraq)","Government,Military","Iraq",4671806,1,"Agence France-Presse","Baghdad","","Muhafazat Baghdad","Iraq",33.3406,44.4009,2005,9,5
"86",9180642,"Party Member (Lebanon)","Parties","Lebanon","Appeal for change in leadership",241,-0.3,"Émile Lahoud","Government,Executive,Executive Office,International Religious,Military,Maronite","Lebanon",4671870,6,"Middle East and North Africa Today","","","","Lebanon",33.8889,35.4944,2005,9,5
"87",9180670,"Anwar as-Sadat","","Egypt","Make a visit",42,1.9,"Israel","","Israel",4671959,4,"Agence France-Presse","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,5
"88",9180745,"Mahmoud Abbas","Executive,Government,Elite,Executive Office","Occupied Palestinian Territory","Praise or endorse",51,3.4,"James Wolfensohn","","",4672324,5,"BBC Monitoring Middle East","Gaza","","Gaza Strip","",31.5,34.4667,2005,9,5
"89",9180913,"Military Personnel - Special (Palestinian Territory, Occupied)","Military,Government","Occupied Palestinian Territory","Use tactics of violent repression",175,-9,"Protester (Palestinian Territory, Occupied)","Dissident,Protestors / Popular Opposition / Mobs","Occupied Palestinian Territory",4672966,3,"Xinhua News Agency","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,5
"90",9181044,"Children (Palestinian Territory, Occupied)","Social,General Population / Civilian / Social","Occupied Palestinian Territory","Protest violently, riot",145,-7.5,"Military Personnel - Special (Palestinian Territory, Occupied)","Military,Government","Occupied Palestinian Territory",4673574,1,"Agence France-Presse","Khan Yunis","","Gaza Strip","Occupied Palestinian Territory",31.3402,34.3063,2005,9,5
"91",9181256,"Hosni Mubarak","Executive,Elite,Executive Office,Government","Egypt","Express intent to meet or negotiate",36,4,"Ariel Sharon","Jews,Center Right,Executive,Executive Office,(National) Major Party,Government,Ideological,Parties,International Ethnic","Israel",4674473,2,"Xinhua News Agency","Jerusalem","","Jerusalem District","Israel",31.769,35.2163,2005,9,5
"92",9181372,"Air Force (Iraq)","Air Force,Government,Military","Iraq","Employ aerial weapons",195,-10,"Iraq","","Iraq",4674953,2,"Dow Jones International News","Balad","","Muhafazat Salah ad Din","Iraq",34.0149,44.1457,2005,9,5
"93",9181718,"Abdullah II of Jordan","Government,Elite,Executive,Executive Office","Jordan","Host a visit",43,2.8,"Ahmet Necdet Sezer","Government,Elite,Executive,Executive Office","Turkey",4676821,1,"Xinhua News Agency","Ankara","","Ankara","Turkey",39.9199,32.8543,2005,9,5
"94",9181888,"Media Personnel (Palestinian Territory, Occupied)","Social,Media","Occupied Palestinian Territory","Make statement",10,0,"Media (Palestinian Territory, Occupied)","Social,Media","Occupied Palestinian Territory",4677618,2,"BBC Monitoring Middle East","Gaza","","Gaza Strip","Occupied Palestinian Territory",31.5,34.4667,2005,9,5
"95",9181893,"Israel","","Israel","Express intent to meet or negotiate",36,4,"Ariel Sharon","Jews,Center Right,Executive,Executive Office,(National) Major Party,Government,Ideological,Parties,International Ethnic","Israel",4677651,1,"BBC Monitoring Middle East","","","","Israel",31.779,35.2253,2005,9,5
"96",9181972,"Manuchehr Mottaki","Foreign Ministry,Nationalist,Government,Executive,Ideological,Cabinet,Parties,(National) Major Party","Iran","Engage in negotiation",46,7,"K. Natwar Singh","Government,Elite","India",4677884,6,"Hindustan Times","Tehran","","Tehran Province","India",35.6944,51.4215,2005,9,5
